School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Springfield: Mary O Pottenger,02810145,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Milton Bradley School,02810023,Public School,Springfield,MA,01105,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Rebecca M Johnson,02810055,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Rise Academy at Van Sickle,02810480,Public School,Springfield,MA,01104,"06,07,08",Springfield,02810000,Public School District
Springfield: Roger L. Putnam Vocational Technical Academy,02810620,Public School,Springfield,MA,01109,"09,10,11,12",Springfield,02810000,Public School District
Springfield: STEM Middle Academy,02810350,Public School,Springfield,MA,01109,"06,07,08",Springfield,02810000,Public School District
Springfield: Samuel Bowles,02810020,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: South End Middle School,02810355,Public School,Springfield,MA,01105,"06,07,08",Springfield,02810000,Public School District
Springfield: Springfield Central High,02810500,Public School,Springfield,MA,01109,"09,10,11,12",Springfield,02810000,Public School District
Springfield: Springfield High School,02810570,Public School,Springfield,MA,01108,"09,10,11,12",Springfield,02810000,Public School District
Springfield: Springfield High School of Science and Technology,02810530,Public School,Springfield,MA,01109,"09,10,11,12",Springfield,02810000,Public School District
Springfield: Springfield International Academy at Johnson,02810215,Public School,Springfield,MA,01109,"03,04,05",Springfield,02810000,Public School District
Springfield: Springfield International Academy at Sci-Tech,02810700,Public School,Springfield,MA,01109,"09,10,11,12",Springfield,02810000,Public School District
Springfield: Springfield Legacy Academy,02810317,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District
Springfield: Springfield Middle School,02810360,Public School,Springfield,MA,01109,"06,07,08",Springfield,02810000,Public School District
Springfield: Springfield Public Day Elementary School,02810005,Public School,Springfield,MA,01104,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Springfield Public Day High School,02810550,Public School,Springfield,MA,01151,"09,10,11,12",Springfield,02810000,Public School District
Springfield: Springfield Public Day Middle School,02810345,Public School,Springfield,MA,01107,"06,07,08",Springfield,02810000,Public School District
Springfield: Springfield Realization Academy,02810335,Public School,Springfield,MA,01108,"06,07",Springfield,02810000,Public School District
Springfield: Springfield Transition Academy,02810675,Public School,Springfield,MA,01109,,Springfield,02810000,Public School District
Springfield: Sumner Avenue,02810160,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: The Springfield Renaissance School an Expeditionary Learning School,02810205,Public School,Springfield,MA,01104,"06,07,08,09,10,11,12",Springfield,02810000,Public School District
Springfield: The Springfield Virtual School,02810705,Public School,Springfield,MA,01103,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Springfield,02810000,Public School District
Springfield: Thomas M Balliet,02810015,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Van Sickle Academy,02810485,Public School,Springfield,MA,01104,"06,07,08",Springfield,02810000,Public School District
Springfield: Warner,02810180,Public School,Springfield,MA,01129,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: Washington,02810185,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: White Street,02810190,Public School,Springfield,MA,01108,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield: William N. DeBerry,02810045,Public School,Springfield,MA,01109,"PK,K,01,02,03,04,05",Springfield,02810000,Public School District
Springfield International Charter (District): Springfield International Charter School,04410505,Charter School,Springfield,MA,01129,"K,01,02,03,04,05,06,07,08,09,10,11,12",Springfield International Charter (District),04410000,Charter District
Springfield Preparatory Charter School (District): Springfield Preparatory Charter School,35100205,Charter School,Springfield,MA,01104,"K,01,02,03,04,05,06,07,08",Springfield Preparatory Charter School (District),35100000,Charter District
Stoneham: Colonial Park,02840005,Public School,Stoneham,MA,02180,"PK,K,01,02,03,04",Stoneham,02840000,Public School District
Stoneham: Robin Hood,02840025,Public School,Stoneham,MA,02180,"PK,K,01,02,03,04",Stoneham,02840000,Public School District
Stoneham: South,02840030,Public School,Stoneham,MA,02180,"PK,K,01,02,03,04",Stoneham,02840000,Public School District
Stoneham: Stoneham Central Middle School,02840405,Public School,Stoneham,MA,02180,"05,06,07,08",Stoneham,02840000,Public School District
Stoneham: Stoneham High,02840505,Public School,Stoneham,MA,02180,"09,10,11,12",Stoneham,02840000,Public School District
Stoughton: Edwin A Jones Early Childhood Center,02850012,Public School,Stoughton,MA,02072,PK,Stoughton,02850000,Public School District
Stoughton: Helen Hansen Elementary,02850010,Public School,Stoughton,MA,02072,"K,01,02,03,04,05",Stoughton,02850000,Public School District
Stoughton: Joseph H Gibbons,02850025,Public School,Stoughton,MA,02072,"K,01,02,03,04,05",Stoughton,02850000,Public School District
Stoughton: Joseph R Dawe Jr Elementary,02850014,Public School,Stoughton,MA,02072,"K,01,02,03,04,05",Stoughton,02850000,Public School District
Stoughton: O'Donnell Middle School,02850405,Public School,Stoughton,MA,02072,"06,07,08",Stoughton,02850000,Public School District
Stoughton: Richard L. Wilkins Elementary School,02850020,Public School,Stoughton,MA,02072,"PK,K,01,02,03,04,05",Stoughton,02850000,Public School District
Stoughton: South Elementary,02850015,Public School,Stoughton,MA,02072,"K,01,02,03,04,05",Stoughton,02850000,Public School District
Stoughton: Stoughton High,02850505,Public School,Stoughton,MA,02072,"09,10,11,12",Stoughton,02850000,Public School District
Sturbridge: Burgess Elementary,02870005,Public School,Sturbridge,MA,01566,"PK,K,01,02,03,04,05,06",Sturbridge,02870000,Public School District
Sturgis Charter Public (District): Sturgis Charter Public School,04890505,Charter School,Hyannis,MA,02601,"09,10,11,12",Sturgis Charter Public (District),04890000,Charter District
Sudbury: Ephraim Curtis Middle,02880305,Public School,Sudbury,MA,01776,"06,07,08",Sudbury,02880000,Public School District
Sudbury: General John Nixon Elementary,02880025,Public School,Sudbury,MA,01776,"K,01,02,03,04,05",Sudbury,02880000,Public School District
Sudbury: Israel Loring School,02880015,Public School,Sudbury,MA,01776,"K,01,02,03,04,05",Sudbury,02880000,Public School District
Sudbury: Josiah Haynes,02880010,Public School,Sudbury,MA,01776,"K,01,02,03,04,05",Sudbury,02880000,Public School District
Sudbury: Peter Noyes,02880030,Public School,Sudbury,MA,01776,"PK,K,01,02,03,04,05",Sudbury,02880000,Public School District
Sunderland: Sunderland Elementary,02890005,Public School,Sunderland,MA,01375,"PK,K,01,02,03,04,05,06",Sunderland,02890000,Public School District
Sutton: Sutton Early Learning,02900003,Public School,Sutton,MA,01590,"PK,K,01,02",Sutton,02900000,Public School District
Sutton: Sutton Elementary,02900005,Public School,Sutton,MA,01590,"03,04,05",Sutton,02900000,Public School District
Sutton: Sutton High School,02900510,Public School,Sutton,MA,01590,"09,10,11,12",Sutton,02900000,Public School District
Sutton: Sutton Middle School,02900305,Public School,Sutton,MA,01590,"06,07,08",Sutton,02900000,Public School District
Swampscott: Clarke,02910005,Public School,Swampscott,MA,01907,"K,01,02,03,04",Swampscott,02910000,Public School District
Swampscott: Hadley,02910010,Public School,Swampscott,MA,01907,"K,01,02,03,04",Swampscott,02910000,Public School District
Swampscott: Stanley,02910020,Public School,Swampscott,MA,01907,"01,02,03,04",Swampscott,02910000,Public School District
Swampscott: Swampscott High,02910505,Public School,Swampscott,MA,01907,"09,10,11,12",Swampscott,02910000,Public School District
Swampscott: Swampscott Middle,02910305,Public School,Swampscott,MA,01907,"PK,05,06,07,08",Swampscott,02910000,Public School District
Swansea: Elizabeth S Brown,02920006,Public School,Swansea,MA,02777,"03,04,05",Swansea,02920000,Public School District
Swansea: Gardner,02920015,Public School,Swansea,MA,02777,"K,01,02",Swansea,02920000,Public School District
Swansea: Joseph Case High,02920505,Public School,Swansea,MA,02777,"09,10,11,12",Swansea,02920000,Public School District
Swansea: Joseph Case Jr High,02920305,Public School,Swansea,MA,02777,"06,07,08",Swansea,02920000,Public School District
Swansea: Joseph G Luther,02920020,Public School,Swansea,MA,02777,"03,04,05",Swansea,02920000,Public School District
Swansea: Mark G Hoyle Elementary,02920017,Public School,Swansea,MA,02777,"PK,K,01,02",Swansea,02920000,Public School District
TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School,39020900,Public School,East Walpole,MA,02032,"K,01,02,03,04,05,06,07,08,09,10,11,12",TEC Connections Academy Commonwealth Virtual School District,39020000,Public School District
Tantasqua: Tantasqua Regional Jr High,07700405,Public School,Fiskdale,MA,01518,"07,08",Tantasqua,07700000,Public School District
Tantasqua: Tantasqua Regional Sr High,07700505,Public School,Fiskdale,MA,01518,"09,10,11,12",Tantasqua,07700000,Public School District
Tantasqua: Tantasqua Regional Vocational,07700605,Public School,Fiskdale,MA,01518,"09,10,11,12",Tantasqua,07700000,Public School District
Taunton: Benjamin Friedman Middle,02930315,Public School,Taunton,MA,02780,"05,06,07",Taunton,02930000,Public School District
Taunton: East Taunton Elementary,02930010,Public School,East Taunton,MA,02718,"PK,K,01,02,03,04",Taunton,02930000,Public School District
Taunton: Edmund Hatch Bennett,02930007,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District
Taunton: Edward F. Leddy Preschool,02930005,Public School,Taunton,MA,02780,PK,Taunton,02930000,Public School District
Taunton: Elizabeth Pole,02930027,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District
Taunton: H H Galligan,02930057,Public School,Taunton,MA,02780,"K,01,02,03,04",Taunton,02930000,Public School District
Taunton: James L. Mulcahey Elementary School,02930015,Public School,Taunton,MA,02780,"PK,K,01,02,03,04",Taunton,02930000,Public School District
Taunton: John F Parker Middle,02930305,Public School,Taunton,MA,02780,"05,06,07",Taunton,02930000,Public School District
Taunton: Joseph C Chamberlain,02930008,Public School,Taunton,MA,02780,"PK,K,01,02,03,04",Taunton,02930000,Public School District
Taunton: Joseph H Martin,02930042,Public School,East Taunton,MA,02718,"05,06,07",Taunton,02930000,Public School District
Taunton: Taunton Alternative High School,02930525,Public School,Taunton,MA,02780,"08,09,10,11,12",Taunton,02930000,Public School District
Taunton: Taunton High,02930505,Public School,Taunton,MA,02780,"08,09,10,11,12",Taunton,02930000,Public School District
Tewksbury: Center Elementary School,02950030,Public School,Tewksbury,MA,01876,"02,03,04",Tewksbury,02950000,Public School District
Tewksbury: Heath-Brook,02950010,Public School,Tewksbury,MA,01876,"K,01",Tewksbury,02950000,Public School District
Tewksbury: John F. Ryan,02950023,Public School,Tewksbury,MA,01876,"05,06",Tewksbury,02950000,Public School District
Tewksbury: John W. Wynn Middle,02950305,Public School,Tewksbury,MA,01876,"07,08",Tewksbury,02950000,Public School District
Tewksbury: L F Dewing,02950001,Public School,Tewksbury,MA,01876,"PK,K,01",Tewksbury,02950000,Public School District
Tewksbury: Tewksbury Memorial High,02950505,Public School,Tewksbury,MA,01876,"09,10,11,12",Tewksbury,02950000,Public School District
Tisbury: Tisbury Elementary,02960005,Public School,Vineyard Haven,MA,02568,"PK,K,01,02,03,04,05,06,07,08",Tisbury,02960000,Public School District
Topsfield: Proctor Elementary,02980005,Public School,Topsfield,MA,01983,"04,05,06",Topsfield,02980000,Public School District
Topsfield: Steward Elementary,02980010,Public School,Topsfield,MA,01983,"PK,K,01,02,03",Topsfield,02980000,Public School District
Tri-County Regional Vocational Technical: Tri-County Regional Vocational Technical,08780605,Public School,Franklin,MA,02038,"09,10,11,12",Tri-County Regional Vocational Technical,08780000,Public School District
Triton: Newbury Elementary,07730020,Public School,Newbury,MA,01951,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District
Triton: Pine Grove,07730025,Public School,Rowley,MA,01969,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District
Triton: Salisbury Elementary,07730015,Public School,Salisbury,MA,01952,"PK,K,01,02,03,04,05,06",Triton,07730000,Public School District
Triton: Triton Regional High School,07730505,Public School,Byfield,MA,01922,"09,10,11,12",Triton,07730000,Public School District
Triton: Triton Regional Middle School,07730405,Public School,Byfield,MA,01922,"07,08",Triton,07730000,Public School District
Truro: Truro Central,03000005,Public School,Truro,MA,02666,"PK,K,01,02,03,04,05,06",Truro,03000000,Public School District
Tyngsborough: Tyngsborough Elementary,03010020,Public School,Tyngsborough,MA,01879,"PK,K,01,02,03,04,05",Tyngsborough,03010000,Public School District
Tyngsborough: Tyngsborough High School,03010505,Public School,Tyngsborough,MA,01879,"09,10,11,12",Tyngsborough,03010000,Public School District
Tyngsborough: Tyngsborough Middle,03010305,Public School,Tyngsborough,MA,01879,"06,07,08",Tyngsborough,03010000,Public School District
UP Academy Charter School of Boston (District): UP Academy Charter School of Boston,04800405,Charter School,South Boston,MA,02127,"06,07,08",UP Academy Charter School of Boston (District),04800000,Charter District
UP Academy Charter School of Dorchester (District): UP Academy Charter School of Dorchester,35050405,Charter School,Boston,MA,02124,"PK,K,01,02,03,04,05,06,07,08",UP Academy Charter School of Dorchester (District),35050000,Charter District
Up-Island Regional: Chilmark Elementary,07740010,Public School,Chilmark,MA,02535,"K,01,02,03,04,05",Up-Island Regional,07740000,Public School District
Up-Island Regional: West Tisbury Elementary,07740020,Public School,West Tisbury,MA,02575,"PK,K,01,02,03,04,05,06,07,08",Up-Island Regional,07740000,Public School District
Upper Cape Cod Regional Vocational Technical: Upper Cape Cod Vocational Technical,08790605,Public School,Bourne,MA,02532,"09,10,11,12",Upper Cape Cod Regional Vocational Technical,08790000,Public School District
Uxbridge: Gateway to College,03040515,Public School,Uxbridge,MA,01569,"09,10,11,12",Uxbridge,03040000,Public School District
Uxbridge: Taft Early Learning Center,03040005,Public School,Uxbridge,MA,01569,"PK,K,01,02,03",Uxbridge,03040000,Public School District
Uxbridge: Uxbridge High,03040505,Public School,Uxbridge,MA,01569,"08,09,10,11,12",Uxbridge,03040000,Public School District
Uxbridge: Whitin Intermediate,03040405,Public School,Uxbridge,MA,01569,"04,05,06,07",Uxbridge,03040000,Public School District
Veritas Preparatory Charter School (District): Veritas Preparatory Charter School,04980405,Charter School,Springfield,MA,01105,"05,06,07,08,09",Veritas Preparatory Charter School (District),04980000,Charter District
Wachusett: Central Tree Middle,07750310,Public School,Rutland,MA,01543,"06,07,08",Wachusett,07750000,Public School District
Wachusett: Chocksett Middle School,07750315,Public School,Sterling,MA,01564,"05,06,07,08",Wachusett,07750000,Public School District
Wachusett: Davis Hill Elementary,07750018,Public School,Holden,MA,01520,"K,01,02,03,04,05",Wachusett,07750000,Public School District
Wachusett: Dawson,07750020,Public School,Holden,MA,01520,"K,01,02,03,04,05",Wachusett,07750000,Public School District
Wachusett: Early Childhood Center,07750001,Public School,Jefferson,MA,01522,PK,Wachusett,07750000,Public School District
Wachusett: Glenwood Elementary School,07750060,Public School,Rutland,MA,01543,"03,04,05",Wachusett,07750000,Public School District
Wachusett: Houghton Elementary,07750027,Public School,Sterling,MA,01564,"K,01,02,03,04",Wachusett,07750000,Public School District
Wachusett: Leroy E.Mayo,07750032,Public School,Holden,MA,01520,"K,01,02,03,04,05",Wachusett,07750000,Public School District
Wachusett: Mountview Middle,07750305,Public School,Holden,MA,01520,"06,07,08",Wachusett,07750000,Public School District
Wachusett: Naquag Elementary School,07750005,Public School,Rutland,MA,01543,"K,01,02",Wachusett,07750000,Public School District
Wachusett: Paxton Center,07750040,Public School,Paxton,MA,01612,"K,01,02,03,04,05,06,07,08",Wachusett,07750000,Public School District
Wachusett: Thomas Prince,07750045,Public School,Princeton,MA,01541,"K,01,02,03,04,05,06,07,08",Wachusett,07750000,Public School District
Wachusett: Wachusett Regional High,07750505,Public School,Holden,MA,01520,"09,10,11,12",Wachusett,07750000,Public School District
Wakefield: Dolbeare,03050005,Public School,Wakefield,MA,01880,"K,01,02,03,04",Wakefield,03050000,Public School District
Wakefield: Early Childhood Center at the Doyle School,03050001,Public School,Wakefield,MA,01880,PK,Wakefield,03050000,Public School District
Wakefield: Galvin Middle School,03050310,Public School,Wakefield,MA,01880,"05,06,07,08",Wakefield,03050000,Public School District
Wakefield: Greenwood,03050020,Public School,Wakefield,MA,01880,"K,01,02,03,04",Wakefield,03050000,Public School District
Wakefield: Wakefield Memorial High,03050505,Public School,Wakefield,MA,01880,"09,10,11,12",Wakefield,03050000,Public School District
Wakefield: Walton,03050040,Public School,Wakefield,MA,01880,"K,01,02,03,04",Wakefield,03050000,Public School District
Wakefield: Woodville School,03050015,Public School,Wakefield,MA,01880,"PK,K,01,02,03,04",Wakefield,03050000,Public School District
Wales: Wales Elementary,03060005,Public School,Wales,MA,01081,"PK,K,01,02,03,04,05,06",Wales,03060000,Public School District
Walpole: Bird Middle,03070305,Public School,East Walpole,MA,02032,"06,07,08",Walpole,03070000,Public School District
Walpole: Boyden,03070010,Public School,Walpole,MA,02081,"K,01,02,03,04,05",Walpole,03070000,Public School District
Walpole: Daniel Feeney Preschool Center,03070002,Public School,Walpole,MA,02081,PK,Walpole,03070000,Public School District
Walpole: Eleanor N Johnson Middle,03070310,Public School,Walpole,MA,02081,"06,07,08",Walpole,03070000,Public School District
Walpole: Elm Street School,03070005,Public School,Walpole,MA,02081,"K,01,02,03,04,05",Walpole,03070000,Public School District
Walpole: Fisher,03070015,Public School,Walpole,MA,02081,"K,01,02,03,04,05",Walpole,03070000,Public School District
Walpole: Old Post Road,03070018,Public School,East Walpole,MA,02032,"K,01,02,03,04,05",Walpole,03070000,Public School District
Walpole: Walpole High,03070505,Public School,Walpole,MA,02081,"09,10,11,12",Walpole,03070000,Public School District
Waltham: Douglas MacArthur Elementary School,03080032,Public School,Waltham,MA,02451,"K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: Henry Whittemore Elementary School,03080065,Public School,Waltham,MA,02453,"K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: James Fitzgerald Elementary School,03080060,Public School,Waltham,MA,02453,"K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: John F Kennedy Middle,03080404,Public School,Waltham,MA,02452,"06,07,08",Waltham,03080000,Public School District
Waltham: John W. McDevitt Middle School,03080415,Public School,Waltham,MA,02453,"06,07,08",Waltham,03080000,Public School District
Waltham: Northeast Elementary School,03080040,Public School,Waltham,MA,02452,"PK,K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: Thomas R Plympton Elementary School,03080050,Public School,Waltham,MA,02451,"K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: Waltham Public Schools Dual Language Program,03080001,Public School,Waltham,MA,02453,"K,01,02,03,04,05",Waltham,03080000,Public School District
Waltham: Waltham Sr High,03080505,Public School,Waltham,MA,02452,"09,10,11,12",Waltham,03080000,Public School District
Waltham: William F. Stanley Elementary School,03080005,Public School,Waltham,MA,02453,"PK,K,01,02,03,04,05",Waltham,03080000,Public School District
Ware: Stanley M Koziol Elementary School,03090020,Public School,Ware,MA,01082,"PK,K,01,02,03",Ware,03090000,Public School District
Ware: Ware Junior/Senior High School,03090505,Public School,Ware,MA,01082,"07,08,09,10,11,12",Ware,03090000,Public School District
Ware: Ware Middle School,03090305,Public School,Ware,MA,01082,"04,05,06",Ware,03090000,Public School District
Wareham: Wareham Cooperative Alternative School,03100315,Public School,Wareham,MA,02571,"09,10,11,12",Wareham,03100000,Public School District
Wareham: Wareham Elementary School,03100017,Public School,Wareham,MA,02571,"PK,K,01,02,03,04",Wareham,03100000,Public School District
Wareham: Wareham Middle,03100305,Public School,Wareham,MA,02571,"05,06,07",Wareham,03100000,Public School District
Wareham: Wareham Senior High,03100505,Public School,Wareham,MA,02571,"08,09,10,11,12",Wareham,03100000,Public School District
Watertown: Cunniff,03140015,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District
Watertown: Hosmer,03140020,Public School,Watertown,MA,02472,"PK,K,01,02,03,04,05",Watertown,03140000,Public School District
Watertown: James Russell Lowell,03140025,Public School,Watertown,MA,02472,"K,01,02,03,04,05",Watertown,03140000,Public School District
Watertown: Watertown High,03140505,Public School,Watertown,MA,02472,"09,10,11,12",Watertown,03140000,Public School District
Watertown: Watertown Middle,03140305,Public School,Watertown,MA,02472,"06,07,08",Watertown,03140000,Public School District
Wayland: Claypit Hill School,03150005,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District
Wayland: Happy Hollow School,03150015,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District
Wayland: Loker School,03150020,Public School,Wayland,MA,01778,"K,01,02,03,04,05",Wayland,03150000,Public School District
Wayland: The Children's Way Preschool,03150025,Public School,Wayland,MA,01778,PK,Wayland,03150000,Public School District
Wayland: Wayland High School,03150505,Public School,Wayland,MA,01778,"09,10,11,12",Wayland,03150000,Public School District
Wayland: Wayland Middle School,03150305,Public School,Wayland,MA,01778,"06,07,08",Wayland,03150000,Public School District
Webster: Bartlett High School,03160505,Public School,Webster,MA,01570,"09,10,11,12",Webster,03160000,Public School District
Webster: Park Avenue Elementary,03160015,Public School,Webster,MA,01570,"PK,K,01,02,03,04",Webster,03160000,Public School District
Webster: Webster Middle School,03160315,Public School,Webster,MA,01570,"05,06,07,08",Webster,03160000,Public School District
Wellesley: Ernest F Upham,03170050,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Hunnewell,03170025,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: John D Hardy,03170020,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Joseph E Fiske,03170015,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Katharine Lee Bates,03170005,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Preschool at Wellesley Schools,03170001,Public School,Wellesley,MA,02481,PK,Wellesley,03170000,Public School District
Wellesley: Schofield,03170045,Public School,Wellesley,MA,02481,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Sprague Elementary School,03170048,Public School,Wellesley,MA,02482,"K,01,02,03,04,05",Wellesley,03170000,Public School District
Wellesley: Wellesley Middle,03170305,Public School,Wellesley,MA,02481,"06,07,08",Wellesley,03170000,Public School District
Wellesley: Wellesley Sr High,03170505,Public School,Wellesley,MA,02481,"09,10,11,12",Wellesley,03170000,Public School District
Wellfleet: Wellfleet Elementary,03180005,Public School,Wellfleet,MA,02667,"K,01,02,03,04,05",Wellfleet,03180000,Public School District
West Boylston: Major Edwards Elementary,03220005,Public School,West Boylston,MA,01583,"PK,K,01,02,03,04,05",West Boylston,03220000,Public School District
West Boylston: West Boylston Junior/Senior High,03220505,Public School,West Boylston,MA,01583,"06,07,08,09,10,11,12",West Boylston,03220000,Public School District
West Bridgewater: Howard School,03230305,Public School,West Bridgewater,MA,02379,"04,05,06",West Bridgewater,03230000,Public School District
West Bridgewater: Rose L Macdonald,03230003,Public School,West Bridgewater,MA,02379,"01,02,03",West Bridgewater,03230000,Public School District
West Bridgewater: Spring Street School,03230005,Public School,West Bridgewater,MA,02379,"PK,K",West Bridgewater,03230000,Public School District
West Bridgewater: West Bridgewater Junior/Senior,03230505,Public School,West Bridgewater,MA,02379,"07,08,09,10,11,12",West Bridgewater,03230000,Public School District
West Springfield: John Ashley,03320005,Public School,West Springfield,MA,01089,K,West Springfield,03320000,Public School District
West Springfield: John R Fausey,03320010,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District
West Springfield: Memorial,03320025,Public School,West Springfield,MA,01089,"01,02,03,04,05",West Springfield,03320000,Public School District
West Springfield: Mittineague,03320030,Public School,West Springfield,MA,01089,"01,02,03,04,05",West Springfield,03320000,Public School District
West Springfield: Philip G Coburn,03320007,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District
West Springfield: Tatham,03320040,Public School,West Springfield,MA,01089,"K,01,02,03,04,05",West Springfield,03320000,Public School District
West Springfield: West Springfield Early Childhood,03320001,Public School,West Springfield,MA,01089,PK,West Springfield,03320000,Public School District
West Springfield: West Springfield High,03320505,Public School,West Springfield,MA,01089,"09,10,11,12",West Springfield,03320000,Public School District
West Springfield: West Springfield Middle,03320305,Public School,West Springfield,MA,01089,"06,07,08",West Springfield,03320000,Public School District
Westborough: Annie E Fales,03210010,Public School,Westborough,MA,01581,"K,01,02,03",Westborough,03210000,Public School District
Westborough: Elsie A Hastings Elementary,03210025,Public School,Westborough,MA,01581,"PK,K,01,02,03",Westborough,03210000,Public School District
Westborough: J Harding Armstrong,03210005,Public School,Westborough,MA,01581,"K,01,02,03",Westborough,03210000,Public School District
Westborough: Mill Pond School,03210045,Public School,Westborough,MA,01581,"04,05,06",Westborough,03210000,Public School District
Westborough: Sarah W Gibbons Middle,03210305,Public School,Westborough,MA,01581,"07,08",Westborough,03210000,Public School District
Westborough: Westborough High,03210505,Public School,Westborough,MA,01581,"09,10,11,12",Westborough,03210000,Public School District
Westfield: Abner Gibbs,03250020,Public School,Westfield,MA,01085,"K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Fort Meadow Early Childhood Center,03250003,Public School,Westfield,MA,01085,PK,Westfield,03250000,Public School District
Westfield: Franklin Ave,03250015,Public School,Westfield,MA,01085,"K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Highland,03250025,Public School,Westfield,MA,01085,"K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Munger Hill,03250033,Public School,Westfield,MA,01085,"K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Paper Mill,03250036,Public School,Westfield,MA,01085,"K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Southampton Road,03250040,Public School,Westfield,MA,01085,"PK,K,01,02,03,04",Westfield,03250000,Public School District
Westfield: Westfield High,03250505,Public School,Westfield,MA,01085,"09,10,11,12",Westfield,03250000,Public School District
Westfield: Westfield Intermediate School,03250075,Public School,Westfield,MA,01085,"05,06",Westfield,03250000,Public School District
Westfield: Westfield Middle School,03250310,Public School,Westfield,MA,01085,"07,08",Westfield,03250000,Public School District
Westfield: Westfield Technical Academy,03250605,Public School,Westfield,MA,01085,"09,10,11,12",Westfield,03250000,Public School District
Westfield: Westfield Virtual School,03250705,Public School,Westfield,MA,01085,"K,01,02,03,04,05,06,07,08,09,10,11,12",Westfield,03250000,Public School District
Westford: Abbot Elementary,03260004,Public School,Westford,MA,01886,"03,04,05",Westford,03260000,Public School District
Westford: Blanchard Middle,03260310,Public School,Westford,MA,01886,"06,07,08",Westford,03260000,Public School District
Westford: Col John Robinson,03260025,Public School,Westford,MA,01886,"PK,K,01,02",Westford,03260000,Public School District
Westford: Day Elementary,03260007,Public School,Westford,MA,01886,"03,04,05",Westford,03260000,Public School District
Westford: John A. Crisafulli Elementary School,03260045,Public School,Westford,MA,01886,"03,04,05",Westford,03260000,Public School District
Westford: Nabnasset,03260015,Public School,Westford,MA,01886,"PK,K,01,02",Westford,03260000,Public School District
Westford: Rita E. Miller Elementary School,03260055,Public School,Westford,MA,01886,"PK,K,01,02",Westford,03260000,Public School District
Westford: Stony Brook School,03260330,Public School,Westford,MA,01886,"06,07,08",Westford,03260000,Public School District
Westford: Westford Academy,03260505,Public School,Westford,MA,01886,"09,10,11,12",Westford,03260000,Public School District
Westhampton: Westhampton Elementary School,03270005,Public School,Westhampton,MA,01027,"PK,K,01,02,03,04,05,06",Westhampton,03270000,Public School District
Weston: Country,03300010,Public School,Weston,MA,02493,"PK,K,01,02,03",Weston,03300000,Public School District
Weston: Field Elementary School,03300012,Public School,Weston,MA,02493,"04,05",Weston,03300000,Public School District
Weston: Weston High,03300505,Public School,Weston,MA,02493,"09,10,11,12",Weston,03300000,Public School District
